,Gender,Age,Occupation,Zip-code,Gender_enc,Age_enc,Occupation_enc,Zip-code_enc
4746,M,50,1,19087-3622,1,5,1,717
4747,M,18,4,26201,1,1,4,957
4748,M,45,16,60302,1,4,16,2042
4749,M,45,0,23462,1,4,0,931
4750,F,25,0,91107,0,2,0,2828
4751,M,50,15,02474,1,5,15,146
4752,F,18,4,94121,0,1,4,3066
4753,M,56,1,03825,1,6,1,208
4754,F,18,0,91107,0,1,0,2828
4755,F,56,7,93060,0,6,7,3002
4756,M,56,16,55901,1,6,16,1946
4757,M,35,17,23451,1,3,17,926
4758,F,56,13,03261,0,6,13,194
4759,F,50,0,04259,0,5,0,235
4760,M,35,17,06110,1,3,17,266
4761,M,18,15,21042,1,1,15,837
4762,F,25,14,94110,0,2,14,3057
4763,M,56,11,04259,1,6,11,235
4764,M,1,10,03608,1,0,10,199
4765,F,35,16,03301,0,3,16,195
4766,M,35,16,10014,1,3,16,408
4767,F,35,9,03769,0,3,9,204
4768,M,25,4,22030,1,2,4,862
4769,M,25,1,02571,1,2,1,154
4770,F,35,7,10012,0,3,7,406
4771,F,25,4,04101,0,2,4,226
4772,M,56,17,03801,1,6,17,205
4773,M,45,1,22314,1,4,1,891
4774,M,45,14,07458,1,4,14,322
4775,M,25,17,23462,1,2,17,931
4776,F,25,3,46227,0,2,3,1534
4777,M,25,2,46142,1,2,2,1528
4778,M,25,0,46227,1,2,0,1534
4779,M,45,3,04011,1,4,3,216
4780,M,25,12,94114,1,2,12,3060
4781,F,50,6,04086,0,5,6,223
4782,M,45,1,78212,1,4,1,2458
4783,M,25,0,60618,1,2,0,2080
4784,F,35,6,48105,0,3,6,1601
4785,F,25,14,55104,0,2,14,1851
4786,M,45,6,22630,1,4,6,896
4787,M,1,11,94610,1,0,11,3121
4788,M,35,7,85331,1,3,7,2667
4789,M,35,2,55104,1,3,2,1851
4790,F,25,2,94133,0,2,2,3072
4791,M,18,4,55116,1,1,4,1862
4792,F,50,7,94123,0,5,7,3068
4793,F,25,6,48108,0,2,6,1603
4794,F,35,0,46142,0,3,0,1528
4795,M,45,16,10962,1,4,16,457
4796,M,35,7,98103,1,3,7,3352
4797,F,35,17,84067,0,3,17,2611
4798,M,25,1,19335,1,2,1,742
4799,F,18,4,02809,0,1,4,166
4800,M,18,4,80521,1,1,4,2562
4801,M,25,4,30349,1,2,4,1102
4802,M,56,1,40601,1,6,1,1356
4803,F,25,16,45750,0,2,16,1517
4804,F,35,1,44107,0,3,1,1424
4805,M,35,1,45750,1,3,1,1517
4806,M,25,17,90031,1,2,17,2752
4807,M,1,2,04101,1,0,2,226
4808,M,35,0,96707-1321,1,3,0,3244
4809,F,50,4,20902,0,5,4,829
4810,M,18,12,80526,1,1,12,2564
4811,M,35,1,01773,1,3,1,55
4812,M,18,14,25301,1,1,14,951
4813,F,35,9,46077,0,3,9,1525
4814,M,18,14,80526,1,1,14,2564
4815,F,50,18,04849,0,5,18,244
4816,F,45,6,04240,0,4,6,232
4817,M,25,1,20912,1,2,1,831
4818,F,25,17,91007,0,2,17,2820
4819,M,35,18,17350,1,3,18,676
4820,M,50,11,04210,1,5,11,231
4821,M,18,19,75080,1,1,19,2339
4822,F,35,0,01545,0,3,0,32
4823,M,18,4,46219,1,1,4,1531
4824,M,25,7,55411,1,2,7,1906
4825,M,25,17,94602,1,2,17,3116
4826,M,45,12,55436,1,4,12,1927
4827,M,35,0,13045,1,3,0,562
4828,F,18,20,60194,0,1,20,2039
4829,M,25,0,20008,1,2,0,777
4830,M,1,10,55317,1,0,10,1882
4831,F,25,1,04210,0,2,1,231
4832,M,25,14,17857,1,2,14,684
4833,M,35,16,81321,1,3,16,2583
4834,F,45,9,03862,0,4,9,212
4835,M,25,20,14450,1,2,20,610
4836,F,45,16,04074,0,4,16,221
4837,M,25,5,46254,1,2,5,1540
4838,M,45,1,48309,1,4,1,1636
4839,F,50,6,95014,0,5,6,3154
4840,F,45,6,63135,0,4,6,2157
4841,M,25,12,94114,1,2,12,3060
4842,F,35,1,23062,0,3,1,912
4843,M,56,1,04032,1,6,1,218
4844,M,45,7,03840,1,4,7,209
4845,F,25,1,55413,0,2,1,1908
4846,F,25,2,90066,0,2,2,2767
4847,M,25,12,94131,1,2,12,3070
4848,F,35,6,54971,0,3,6,1827
4849,F,18,4,44515,0,1,4,1464
4850,F,45,3,44555,0,4,3,1465
4851,M,18,17,44406,1,1,17,1456
4852,M,35,0,42025,1,3,0,1366
4853,M,25,7,55346,1,2,7,1889
4854,F,50,13,03851,0,5,13,211
4855,M,25,12,90034,1,2,12,2754
4856,M,25,7,94110,1,2,7,3057
4857,M,25,14,23434,1,2,14,925
4858,M,25,1,04086,1,2,1,223
4859,F,18,14,50401,0,1,14,1735
4860,M,25,2,60640,1,2,2,2087
4861,M,25,4,04309,1,2,4,237
4862,M,25,0,94086,1,2,0,3048
4863,F,25,9,84037,0,2,9,2605
4864,M,18,20,63132,1,1,20,2156
4865,F,35,14,02130,0,3,14,98
4866,M,56,12,04085,1,6,12,222
4867,M,25,16,04101,1,2,16,226
4868,M,35,17,03820,1,3,17,206
4869,F,45,6,04578,0,4,6,243
4870,F,35,3,04108,0,3,3,230
4871,M,18,12,04096,1,1,12,225
4872,M,45,1,03909,1,4,1,215
4873,M,56,11,13760,1,6,11,596
4874,F,25,4,70808,0,2,4,2264
4875,M,35,0,97403,1,3,0,3314
4876,F,35,17,98201,0,3,17,3379
4877,M,25,4,94703,1,2,4,3127
4878,M,50,4,94070,1,5,4,3046
4879,M,25,3,60626,1,2,3,2083
4880,F,45,9,95030,0,4,9,3157
4881,M,45,16,55406,1,4,16,1901
4882,M,45,11,03301,1,4,11,195
4883,F,1,10,02906,0,0,10,179
4884,M,35,14,90266,1,3,14,2783
4885,M,56,1,23513,1,6,1,935
4886,F,35,17,92509,0,3,17,2949
4887,M,18,2,19072,1,1,2,714
4888,F,56,0,08055,0,6,0,358
4889,M,18,4,63108,1,1,4,2141
4890,F,25,1,79928,0,2,1,2516
4891,M,35,17,94132,1,3,17,3071
4892,M,25,12,55405,1,2,12,1899
4893,M,25,17,48092,1,2,17,1593
4894,M,35,7,14607,1,3,7,615
4895,F,25,3,52001,0,2,3,1741
4896,M,35,6,84103,1,3,6,2617
4897,M,35,16,16844,1,3,16,667
4898,M,25,1,27713,1,2,1,995
4899,M,25,12,94402,1,2,12,3081
4900,M,25,20,33626,1,2,20,1224
4901,M,25,7,11228,1,2,7,477
4902,M,35,14,84057,1,3,14,2607
4903,M,35,12,95952,1,3,12,3237
4904,M,50,15,63121,1,5,15,2147
4905,F,45,1,60417,0,4,1,2043
4906,M,50,17,49506,1,5,17,1703
4907,F,50,7,55082,0,5,7,1844
4908,M,35,15,85282,1,3,15,2659
4909,F,35,12,94014,0,3,12,3032
4910,M,18,12,84041,1,1,12,2606
4911,F,25,0,55421,0,2,0,1915
4912,F,50,20,98115,0,5,20,3360
4913,F,25,1,970025,0,2,1,3265
4914,F,25,1,02453,0,2,1,137
4915,M,25,12,91423,1,2,12,2857
4916,M,18,20,85054,1,1,20,2641
4917,M,45,0,27312,1,4,0,969
4918,F,18,12,84107,0,1,12,2618
4919,M,18,0,84058,1,1,0,2608
4920,M,35,1,02144,1,3,1,109
4921,F,25,15,92507,0,2,15,2948
4922,M,18,17,98121,1,1,17,3365
4923,M,45,18,99826,1,4,18,3437
4924,F,35,0,99801,0,3,0,3436
4925,F,35,6,55401,0,3,6,1895
4926,M,1,10,55616,1,0,10,1941
4927,M,45,0,97520,1,4,0,3320
4928,F,25,3,92103,0,2,3,2912
4929,M,45,1,63105,1,4,1,2140
4930,M,50,17,63033,1,5,17,2137
4931,M,50,17,90031,1,5,17,2752
4932,M,25,7,63303,1,2,7,2162
4933,M,25,15,94040,1,2,15,3038
4934,F,25,0,55108,0,2,0,1855
4935,M,35,17,62958,1,3,17,2134
4936,F,18,4,63144,0,1,4,2160
4937,M,35,0,02108,1,3,0,88
4938,F,18,4,55406,0,1,4,1901
4939,M,25,7,63105,1,2,7,2140
4940,F,50,11,94102,0,5,11,3050
4941,M,56,20,44281,1,6,20,1444
4942,M,45,12,40515,1,4,12,1355
4943,F,50,0,55401,0,5,0,1895
4944,M,50,17,14568,1,5,17,614
4945,M,50,0,62234,1,5,0,2124
4946,F,35,1,91106,0,3,1,2827
4947,M,35,17,90035,1,3,17,2755
4948,M,45,2,94618,1,4,2,3125
4949,M,18,4,55104,1,1,4,1851
4950,M,25,16,55421,1,2,16,1915
4951,F,35,17,90291,0,3,17,2789
4952,F,25,14,48067,0,2,14,1588
4953,M,35,12,55082,1,3,12,1844
4954,M,45,0,92679,1,4,0,2974
4955,M,56,13,55804,1,6,13,1944
4956,M,35,15,77007,1,3,15,2394
4957,M,25,2,48197,1,2,2,1624
4958,M,18,7,55403,1,1,7,1897
4959,M,25,17,23454,1,2,17,928
4960,M,56,1,55116,1,6,1,1862
4961,M,25,7,46220,1,2,7,1532
4962,M,25,6,55439,1,2,6,1929
4963,M,45,17,94931,1,4,17,3142
4964,M,35,0,94110,1,3,0,3057
4965,M,1,10,63123-1507,1,0,10,2149
4966,M,50,14,55407,1,5,14,1902
4967,M,18,4,94708,1,1,4,3132
4968,F,50,20,95404,0,5,20,3193
4969,M,18,19,94111,1,1,19,3058
4970,F,25,12,94526,0,2,12,3095
4971,M,35,7,94086,1,3,7,3048
4972,M,35,0,95118,1,3,0,3168
4973,F,56,2,949702,0,6,2,3149
4974,M,35,20,94131,1,3,20,3070
4975,M,35,0,90065,1,3,0,2766
4976,M,25,11,65775,1,2,11,2199
4977,M,25,4,92507,1,2,4,2948
4978,M,35,14,68108,1,3,14,2229
4979,M,35,2,55423,1,3,2,1917
4980,M,25,1,55403,1,2,1,1897
4981,M,50,1,55406,1,5,1,1901
4982,M,25,12,63043,1,2,12,2139
4983,F,45,16,55116,0,4,16,1862
4984,M,35,0,55405,1,3,0,1899
4985,M,35,0,29063,1,3,0,1027
4986,M,18,12,55401,1,1,12,1895
4987,F,56,8,90210,0,6,8,2771
4988,M,25,17,55105,1,2,17,1852
4989,M,25,0,55121,1,2,0,1867
4990,F,25,4,55407,0,2,4,1902
4991,F,56,14,91791,0,6,14,2882
4992,F,25,2,55106,0,2,2,1853
4993,M,45,17,54022,1,4,17,1806
4994,M,45,17,56001,1,4,17,1952
4995,M,50,20,55419,1,5,20,1914
4996,M,35,7,94550,1,3,7,3103
4997,M,1,10,90210,1,0,10,2771
4998,F,18,4,48433,0,1,4,1655
4999,F,56,13,92407,0,6,13,2945
5000,M,25,4,46254,1,2,4,1540
5001,F,25,2,63119,0,2,2,2146
5002,M,25,17,90505,1,2,17,2799
5003,M,35,12,49508,1,3,12,1705
5004,F,56,1,90402,0,6,1,2793
5005,M,45,16,92807,1,4,16,2987
5006,M,35,3,48827,1,3,3,1667
5007,F,18,4,91030,0,1,4,2822
5008,M,25,20,60615,1,2,20,2079
5009,F,45,16,65441,0,4,16,2196
5010,M,45,15,63119,1,4,15,2146
5011,M,18,4,64154,1,1,4,2184
5012,M,50,15,48103,1,5,15,1597
5013,M,18,4,26241,1,1,4,958
5014,M,45,0,92626,1,4,0,2960
5015,M,35,6,92672,1,3,6,2971
5016,F,35,1,89447,0,3,1,2732
5017,M,35,12,91104,1,3,12,2825
5018,F,56,12,90290,0,6,12,2788
5019,M,25,7,10025,1,2,7,418
5020,F,56,13,90241,0,6,13,2777
5021,M,50,6,90504,1,5,6,2798
5022,M,35,7,91001,1,3,7,2818
5023,M,35,20,91505,1,3,20,2862
5024,F,45,1,14618,0,4,1,620
5025,M,25,20,60615,1,2,20,2079
5026,M,25,17,92584,1,2,17,2951
5027,F,25,14,05345,0,2,14,250
5028,M,25,12,92404,1,2,12,2944
5029,M,25,4,70115,1,2,4,2249
5030,M,18,1,70006,1,1,1,2246
5031,F,25,4,89431,0,2,4,2730
5032,M,18,17,02139,1,1,17,104
5033,F,56,13,60506,0,6,13,2056
5034,F,25,15,62901,0,2,15,2133
5035,F,25,17,19810,0,2,17,770
5036,M,35,7,14850,1,3,7,631
5037,M,35,12,11375,1,3,12,487
5038,M,25,20,10010,1,2,20,404
5039,F,35,4,97068,0,3,4,3272
5040,M,45,12,44312,1,4,12,1451
5041,F,45,6,60031,0,4,6,1999
5042,F,18,2,55408,0,1,2,1903
5043,F,18,6,92145,0,1,6,2931
5044,F,35,6,23507,0,3,6,933
5045,M,35,0,43081,1,3,0,1380
5046,M,25,16,60614,1,2,16,2078
5047,M,45,6,23452,1,4,6,927
5048,F,35,7,30350,0,3,7,1103
5049,M,25,12,60613,1,2,12,2077
5050,F,18,4,11024,0,1,4,461
5051,F,50,7,11771,0,5,7,508
5052,M,35,16,02536,1,3,16,151
5053,M,25,4,84111,1,2,4,2622
5054,M,35,2,20818,1,3,2,815
5055,F,35,16,97330,0,3,16,3303
5056,M,45,1,16673,1,4,1,663
5057,M,50,7,84093,1,5,7,2613
5058,M,56,17,84121,1,6,17,2625
5059,M,45,16,22652,1,4,16,897
5060,M,45,17,84109-2001,1,4,17,2621
5061,F,18,19,05070,0,1,19,248
5062,M,50,16,65401,1,5,16,2195
5063,F,1,10,22801,0,0,10,899
5064,M,18,4,43215,1,1,4,1390
5065,M,25,14,28715,1,2,14,1023
5066,F,25,1,23603,0,2,1,938
5067,M,56,13,97520,1,6,13,3320
5068,M,35,7,19004,1,3,7,702
5069,F,56,0,95062,0,6,0,3164
5070,M,25,2,55344,1,2,2,1887
5071,F,25,7,75093,0,2,7,2343
5072,M,45,17,97330,1,4,17,3303
5073,M,56,2,93950,1,6,2,3029
5074,M,1,0,20132,1,0,0,790
5075,M,50,6,97470,1,5,6,3318
5076,M,25,3,19147,1,2,3,736
5077,M,25,2,20037,1,2,2,782
5078,M,45,7,19067,1,4,7,713
5079,M,25,4,70003,1,2,4,2244
5080,F,50,12,95472,0,5,12,3202
5081,F,18,4,19102,0,1,4,719
5082,M,35,1,23185,1,3,1,915
5083,M,25,4,16803,1,2,4,666
5084,M,18,4,10013,1,1,4,407
5085,M,56,17,75225,1,6,17,2353
5086,M,25,1,23462,1,2,1,931
5087,F,25,6,19102,0,2,6,719
5088,M,25,17,38111,1,2,17,1325
5089,F,35,16,77027,0,3,16,2401
5090,F,35,19,75069,0,3,19,2335
5091,M,25,17,19810,1,2,17,770
5092,M,56,14,18954,1,6,14,698
5093,M,50,7,19047,1,5,7,710
5094,M,18,10,67206,1,1,10,2220
5095,F,35,1,23508,0,3,1,934
5096,M,25,11,75206,1,2,11,2350
5097,M,56,16,19131,1,6,16,732
5098,M,50,7,19380,1,5,7,748
5099,M,18,0,02780,1,1,0,165
5100,M,50,6,193122042,1,5,6,740
5101,M,25,0,90069,1,2,0,2769
5102,M,25,12,90240,1,2,12,2776
5103,F,35,16,78222,0,3,16,2459
5104,M,35,20,19108,1,3,20,724
5105,M,50,7,18977,1,5,7,699
5106,F,35,1,19348,0,3,1,745
5107,F,45,0,08081,0,4,0,359
5108,F,25,9,93940,0,2,9,3028
5109,F,45,6,19802,0,4,6,766
5110,M,35,15,78250,1,3,15,2466
5111,M,35,2,78006,1,3,2,2450
5112,M,35,13,89128,1,3,13,2720
5113,M,25,0,55408,1,2,0,1903
5114,F,1,10,22932,0,0,10,908
5115,M,56,12,02143,1,6,12,108
5116,M,35,6,95521,1,3,6,3206
5117,F,25,0,70118,0,2,0,2251
5118,M,1,10,95123,1,0,10,3172
5119,F,25,0,10011,0,2,0,405
5120,M,50,7,80302,1,5,7,2553
5121,M,25,7,91608,1,2,7,2867
5122,M,25,0,20009,1,2,0,778
5123,M,50,12,34761,1,5,12,1255
5124,M,35,2,20818,1,3,2,815
5125,M,45,0,10016,1,4,0,409
5126,M,25,11,02453,1,2,11,137
5127,M,45,5,98502,1,4,5,3399
5128,M,50,7,94709,1,5,7,3133
5129,M,45,17,40515,1,4,17,1355
5130,F,50,1,33149,0,5,1,1194
5131,F,25,1,77707,0,2,1,2445
5132,M,35,7,77565,1,3,7,2437
5133,M,18,11,10028,1,1,11,420
5134,M,25,17,95014,1,2,17,3154
5135,M,35,7,64055,1,3,7,2171
5136,M,25,12,91106,1,2,12,2827
5137,M,18,18,65265,1,1,18,2193
5138,M,25,17,35205,1,2,17,1260
5139,M,50,16,12866,1,5,16,554
5140,M,25,6,35205,1,2,6,1260
5141,M,18,17,55423,1,1,17,1917
5142,M,25,1,92101,1,2,1,2911
5143,M,18,4,44502,1,1,4,1460
5144,F,50,0,66762,0,5,0,2217
5145,M,35,7,77565-2332,1,3,7,2438
5146,M,56,1,04240,1,6,1,232
5147,M,18,0,48314,1,1,0,1639
5148,M,25,20,98101,1,2,20,3350
5149,M,35,1,10012,1,3,1,406
5150,M,25,3,98034,1,2,3,3338
5151,M,18,19,30662,1,1,19,1110
5152,F,25,4,44406,0,2,4,1456
5153,M,25,7,60046,1,2,7,2004
5154,M,25,16,20007,1,2,16,776
5155,M,25,16,33301,1,2,16,1202
5156,M,18,14,10024,1,1,14,417
5157,M,35,1,74012,1,3,1,2307
5158,F,18,4,44509,0,1,4,1461
5159,M,35,7,37027,1,3,7,1278
5160,F,18,4,90066,0,1,4,2767
5161,M,25,4,30052,1,2,4,1065
5162,M,25,17,94043,1,2,17,3040
5163,M,45,6,53216,1,4,6,1773
5164,F,35,17,91107,0,3,17,2828
5165,M,35,6,91103,1,3,6,2824
5166,M,50,6,42420,1,5,6,1370
5167,M,18,15,06114,1,1,15,268
5168,M,35,7,01720,1,3,7,47
5169,F,50,4,53562,0,5,4,1786
5170,M,18,4,63141,1,1,4,2159
5171,M,56,17,92009,1,6,17,2890
5172,F,35,11,05602,0,3,11,254
5173,M,1,10,60423,1,0,10,2045
5174,M,45,1,45208,1,4,1,1481
5175,F,35,9,33445,0,3,9,1216
5176,M,1,10,60423,1,0,10,2045
5177,M,45,14,30005,1,4,14,1057
5178,M,50,0,45420,1,5,0,1509
5179,M,25,12,94110,1,2,12,3057
5180,M,35,11,85044,1,3,11,2640
5181,M,25,7,19003,1,2,7,701
5182,F,35,7,55441,0,3,7,1930
5183,F,18,20,45202,0,1,20,1479
5184,M,18,20,67212,1,1,20,2222
5185,F,35,4,44485,0,3,4,1459
5186,M,35,12,96555,1,3,12,3241
5187,M,18,16,06510,1,1,16,284
5188,F,35,9,44406,0,3,9,1456
5189,F,45,7,80304,0,4,7,2555
5190,F,35,0,85024,0,3,0,2635
5191,F,25,4,55455,0,2,4,1938
5192,M,25,7,80303,1,2,7,2554
5193,M,35,12,14619,1,3,12,621
5194,M,25,7,55409,1,2,7,1904
5195,M,35,7,80304,1,3,7,2555
5196,M,56,7,20814,1,6,7,813
5197,F,56,3,75001,0,6,3,2322
5198,F,18,4,55118,0,1,4,1864
5199,F,25,1,35243,0,2,1,1263
5200,F,35,15,43065,0,3,15,1379
5201,M,50,7,95376,1,5,7,3189
5202,M,18,4,02871,1,1,4,173
5203,F,45,6,01545,0,4,6,32
5204,M,50,13,56342,1,5,13,1962
5205,M,25,1,02908,1,2,1,180
5206,M,35,7,91302,1,3,7,2833
5207,M,25,0,98102,1,2,0,3351
5208,M,25,4,55455,1,2,4,1938
5209,M,50,1,46077,1,5,1,1525
5210,F,35,17,60618,0,3,17,2080
5211,M,25,1,40214,1,2,1,1348
5212,M,18,2,90025,1,1,2,2747
5213,M,18,0,31211,1,1,0,1119
5214,F,35,9,07452,0,3,9,321
5215,F,56,6,91941,0,6,6,2887
5216,M,18,2,81291,1,1,2,2581
5217,M,25,17,01060,1,2,17,13
5218,M,18,0,89129,1,1,0,2721
5219,M,18,4,94706,1,1,4,3130
5220,M,25,7,91436,1,2,7,2859
5221,F,56,1,96734,0,6,1,3246
5222,M,25,12,94501,1,2,12,3085
5223,M,56,10,11361,1,6,10,484
5224,M,35,1,10016,1,3,1,409
5225,M,18,4,55120,1,1,4,1866
5226,M,35,0,98122,1,3,0,3366
5227,M,18,10,64050,1,1,10,2170
5228,M,1,0,75070,1,0,0,2336
5229,M,25,0,60173,1,2,0,2033
5230,M,25,12,91104,1,2,12,2825
5231,M,35,7,92506,1,3,7,2947
5232,M,25,4,14607,1,2,4,615
5233,M,25,5,97213,1,2,5,3290
5234,F,25,0,60657,0,2,0,2092
5235,M,25,4,14607,1,2,4,615
5236,M,25,14,46268,1,2,14,1541
5237,M,25,7,55441,1,2,7,1930
5238,F,50,16,07462,0,5,16,324
5239,M,35,7,07043,1,3,7,310
5240,F,25,0,94104,0,2,0,3052
5241,F,25,4,02138,0,2,4,103
5242,M,25,1,14608,1,2,1,616
5243,M,1,10,54220,1,0,10,1807
5244,M,18,4,01095,1,1,4,15
5245,F,45,1,27615,0,4,1,990
5246,F,18,0,64030,0,1,0,2168
5247,F,1,10,01915,0,0,10,71
5248,F,45,14,22206,0,4,14,881
5249,F,45,14,75006,0,4,14,2324
5250,M,50,6,01545,1,5,6,32
5251,F,25,17,97330,0,2,17,3303
5252,M,25,20,60622,1,2,20,2081
5253,F,56,13,02838,0,6,13,170
5254,M,18,4,32606,1,1,4,1153
5255,M,1,10,55305,1,0,10,1878
5256,M,25,16,30269,1,2,16,1085
5257,F,25,2,10019,0,2,2,412
5258,M,35,4,58369,1,3,4,1977
5259,M,25,6,94404,1,2,6,3083
5260,M,35,7,78705,1,3,7,2484
5261,M,35,12,10025,1,3,12,418
5262,F,25,14,46220,0,2,14,1532
5263,M,35,7,40601,1,3,7,1356
5264,M,18,4,15217,1,1,4,647
5265,M,45,1,97405,1,4,1,3315
5266,M,35,1,42718,1,3,1,1374
5267,M,35,7,20191,1,3,7,796
5268,F,25,2,68502,0,2,2,2237
5269,M,18,0,37211,1,1,0,1290
5270,M,25,12,87571,1,2,12,2698
5271,F,25,0,94110,0,2,0,3057
5272,M,25,7,90210,1,2,7,2771
5273,M,56,20,91030,1,6,20,2822
5274,M,25,0,60611,1,2,0,2075
5275,M,25,17,60611,1,2,17,2075
5276,F,25,4,91740,0,2,4,2871
5277,M,25,20,91740,1,2,20,2871
5278,F,25,7,55122,0,2,7,1868
5279,F,25,14,55418,0,2,14,1913
5280,M,18,4,12604,1,1,4,547
5281,M,25,2,90210,1,2,2,2771
5282,F,18,4,63146,0,1,4,2161
5283,M,18,2,63138,1,1,2,2158
5284,M,25,16,55426,1,2,16,1918
5285,M,18,4,55410,1,1,4,1905
5286,M,45,16,97068,1,4,16,3272
5287,M,25,8,85203,1,2,8,2643
5288,M,56,13,94114,1,6,13,3060
5289,M,45,2,94102,1,4,2,3050
5290,F,18,4,60613,0,1,4,2077
5291,M,45,1,44406,1,4,1,1456
5292,M,25,0,97401,1,2,0,3312
5293,M,25,12,95030,1,2,12,3157
5294,M,25,2,60626,1,2,2,2083
5295,M,35,7,55124,1,3,7,1870
5296,F,1,0,27245,0,0,0,967
5297,M,25,12,19067,1,2,12,713
5298,M,35,17,55126,1,3,17,1872
5299,M,25,2,43202,1,2,2,1384
5300,M,25,20,94111,1,2,20,3058
5301,M,25,17,00693,1,2,17,3
5302,F,1,10,02332,0,0,10,124
5303,F,56,6,45504,0,6,6,1513
5304,F,35,9,55410,0,3,9,1905
5305,F,18,4,95602,0,1,4,3207
5306,F,25,17,92121,0,2,17,2925
5307,M,25,5,85281,1,2,5,2658
5308,M,56,7,27410,1,6,7,972
5309,M,25,0,02478,1,2,0,148
5310,F,56,1,60605,0,6,1,2071
5311,M,50,0,62025-8000,1,5,0,2118
5312,M,25,1,10463,1,2,1,434
5313,M,56,0,55406,1,6,0,1901
5314,F,25,0,94107,0,2,0,3054
5315,M,25,12,22903,1,2,12,904
5316,M,18,4,55104,1,1,4,1851
5317,F,25,0,02138,0,2,0,103
5318,M,18,17,98122,1,1,17,3366
5319,M,18,17,94941,1,1,17,3144
5320,F,18,5,43201,0,1,5,1383
5321,M,25,4,02457,1,2,4,139
5322,M,35,17,97330,1,3,17,3303
5323,M,25,20,94122,1,2,20,3067
5324,M,25,7,02150,1,2,7,113
5325,F,50,7,86001,0,5,7,2682
5326,M,25,2,55408,1,2,2,1903
5327,M,25,7,55408,1,2,7,1903
5328,F,25,4,91740,0,2,4,2871
5329,F,25,5,91773,0,2,5,2876
5330,F,25,0,19143,0,2,0,734
5331,M,35,14,06880,1,3,14,300
5332,M,18,4,30332,1,1,4,1096
5333,F,25,7,02332,0,2,7,124
5334,F,56,13,46140,0,6,13,1527
5335,M,25,14,75093,1,2,14,2343
5336,M,56,7,75041,1,6,7,2331
5337,F,35,3,02725-1010,0,3,3,161
5338,M,25,17,27609,1,2,17,987
5339,M,18,17,60193,1,1,17,2038
5340,F,50,3,95032,0,5,3,3159
5341,F,25,3,85018,0,2,3,2634
5342,F,35,7,22039,0,3,7,865
5343,F,25,9,60201,0,2,9,2040
5344,F,50,1,98177,0,5,1,3375
5345,F,25,17,80003,0,2,17,2518
5346,F,25,3,97330,0,2,3,3303
5347,M,25,6,53705,1,2,6,1791
5348,M,18,5,55414,1,1,5,1909
5349,F,50,2,97424,0,5,2,3316
5350,M,18,5,55344,1,1,5,1887
5351,F,45,1,85259,0,4,1,2655
5352,F,35,5,55306,0,3,5,1879
5353,M,25,6,77030,1,2,6,2402
5354,F,45,3,78759,0,4,3,2500
5355,M,56,0,78232,1,6,0,2463
5356,M,45,0,78703,1,4,0,2482
5357,F,18,20,60123,0,1,20,2025
5358,M,35,7,10625,1,3,7,447
5359,M,18,16,27705,1,1,16,992
5360,M,18,12,43650,1,1,12,1413
5361,F,50,16,92026,0,5,16,2897
5362,M,35,13,63130,1,3,13,2154
5363,M,56,13,30673,1,6,13,1111
5364,F,25,3,55408,0,2,3,1903
5365,M,18,12,90250,1,1,12,2780
5366,M,18,12,90045,1,1,12,2761
5367,M,18,4,55344,1,1,4,1887
5368,F,25,17,20120,0,2,17,786
5369,M,25,15,02139,1,2,15,104
5370,M,25,12,98074,1,2,12,3348
5371,M,25,11,55408,1,2,11,1903
5372,M,25,4,10549,1,2,4,442
5373,M,18,12,55112,1,1,12,1859
5374,M,35,7,38018,1,3,7,1321
5375,M,25,0,02131,1,2,0,99
5376,M,25,17,94538,1,2,17,3099
5377,F,18,3,10017,0,1,3,410
5378,M,35,18,10463,1,3,18,434
5379,M,25,7,84095,1,2,7,2614
5380,M,18,4,01125,1,1,4,17
5381,M,25,14,10009,1,2,14,403
5382,M,18,4,07461,1,1,4,323
5383,M,35,1,55430,1,3,1,1922
5384,F,25,3,94117,0,2,3,3063
5385,M,25,12,85226,1,2,12,2649
5386,M,25,14,60045,1,2,14,2003
5387,F,25,1,45056,0,2,1,1476
5388,F,18,4,10580,0,1,4,445
5389,M,45,7,01905,1,4,7,70
5390,M,1,0,78130,1,0,0,2453
5391,M,25,7,10016,1,2,7,409
5392,M,50,1,98112,1,5,1,3359
5393,M,35,7,10471,1,3,7,436
5394,M,18,0,60618,1,1,0,2080
5395,M,50,1,13224,1,5,1,585
5396,M,25,6,89118,1,2,6,2717
5397,M,18,0,60451,1,1,0,2050
5398,M,56,17,71301,1,6,17,2270
5399,M,25,1,12553,1,2,1,542
5400,F,18,4,30010,0,1,4,1058
5401,F,18,1,20003,0,1,1,772
5402,F,25,0,30102,0,2,0,1076
5403,M,1,10,59801,1,0,10,1989
5404,M,25,0,30068,1,2,0,1068
5405,F,50,7,12866,0,5,7,554
5406,F,35,0,49504,0,3,0,1701
5407,F,35,17,30096,0,3,17,1073
5408,M,25,20,11230-1710,1,2,20,479
5409,M,45,1,60091,1,4,1,2019
5410,F,45,2,21212,0,4,2,849
5411,F,1,19,14850,0,0,19,631
5412,M,25,12,97330,1,2,12,3303
5413,M,35,1,59801,1,3,1,1989
5414,M,1,10,07652,1,0,10,331
5415,F,25,7,03862,0,2,7,212
5416,F,25,5,01801,0,2,5,59
5417,M,18,17,19030,1,1,17,708
5418,F,25,0,53589,0,2,0,1788
