,Title,Genres,Title_enc,Genres_enc
3546,What Ever Happened to Baby Jane? (1962),Drama|Thriller,3762,260
3547,Prick Up Your Ears (1987),Drama,2776,239
3548,Auntie Mame (1958),Comedy|Drama,235,185
3549,Guys and Dolls (1955),Musical,1497,281
3550,"Hunger, The (1983)",Horror,1684,274
3551,Marathon Man (1976),Thriller,2185,298
3552,Caddyshack (1980),Comedy,600,176
3553,Gossip (2000),Drama|Thriller,1443,260
3554,Love and Basketball (2000),Drama|Romance,2101,252
3555,U-571 (2000),Action|Thriller,3641,92
3556,"Virgin Suicides, The (1999)",Comedy|Drama,3704,185
3557,Jennifer 8 (1992),Thriller,1830,298
3558,"Law, The (Le Legge) (1958)",Drama,1980,239
3559,Limelight (1952),Drama,2025,239
3560,Phantom Love (Ai No Borei) (1978),Drama,2686,239
3561,Stacy's Knights (1982),Drama,3282,239
3562,Committed (2000),Comedy|Drama,763,185
3563,"Crow: Salvation, The (2000)",Action|Horror,835,75
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children's|Comedy,1234,160
3565,Where the Heart Is (2000),Comedy|Drama,3778,185
3566,"Big Kahuna, The (2000)",Comedy|Drama,397,185
3567,Bossa Nova (1999),Comedy,500,176
3568,Smiling Fish and Goat on Fire (1999),Drama,3191,239
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,1723,185
3570,"Last September, The (1999)",Drama,1969,239
3571,Time Code (2000),Drama,3521,239
3572,Carnosaur (1993),Horror|Sci-Fi,621,278
3573,Carnosaur 2 (1995),Horror|Sci-Fi,622,278
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,623,278
3575,Defying Gravity (1997),Drama,931,239
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,1598,76
3577,Two Moon Juction (1988),Drama,3634,239
3578,Gladiator (2000),Action|Drama,1392,64
3579,I Dreamed of Africa (2000),Drama,1698,239
3580,Up at the Villa (2000),Drama,3671,239
3581,Human Traffic (1999),Drama,1681,239
3582,"Jails, Hospitals & Hip-Hop (2000)",Drama,1814,239
3583,Black Tights (Les Collants Noirs) (1960),Drama,430,239
3584,Breathless (1983),Action|Drama|Romance|Thriller,537,69
3585,"Great Locomotive Chase, The (1956)",Adventure|War,1466,141
3586,"Idolmaker, The (1980)",Drama,1725,239
3587,Inferno (1980),Horror,1762,274
3588,"King of Marvin Gardens, The (1972)",Crime|Drama,1919,217
3589,"Kill, Baby... Kill! (Operazione Paura) (1966)",Horror,1899,274
3590,"Lords of Flatbush, The (1974)",Comedy,2074,176
3591,Mr. Mom (1983),Comedy|Drama,2348,185
3592,Time Masters (Les Maîtres du Temps) (1982),Animation|Sci-Fi,3522,158
3593,Battlefield Earth (2000),Action|Sci-Fi,316,86
3594,Center Stage (2000),Drama,655,239
3595,Held Up (2000),Comedy,1575,176
3596,Screwed (2000),Comedy,3054,176
3597,Whipped (2000),Comedy,3782,176
3598,Hamlet (2000),Drama,1515,239
3599,Anchors Aweigh (1945),Comedy|Musical,163,201
3600,Blue Hawaii (1961),Comedy|Musical,465,201
3601,"Castaway Cowboy, The (1974)",Comedy|Western,632,215
3602,G. I. Blues (1960),Musical,1335,281
3603,"Gay Deceivers, The (1969)",Comedy,1351,176
3604,Gypsy (1962),Musical,1498,281
3605,King Creole (1958),Drama|Musical,1911,246
3606,On the Town (1949),Musical,2562,281
3607,One Little Indian (1973),Comedy|Drama|Western,2572,191
3608,Pee-wee's Big Adventure (1985),Comedy,2659,176
3609,Regret to Inform (1998),Documentary,2888,235
3610,Roustabout (1964),Musical,2986,281
3611,Saludos Amigos (1943),Animation|Children's|Comedy,3020,145
3612,"Slipper and the Rose, The (1976)",Adventure|Musical|Romance,3179,135
3613,Things Change (1988),Comedy,3480,176
3614,Honeymoon in Vegas (1992),Comedy|Romance,1636,207
3615,Dinosaur (2000),Animation|Children's,973,144
3616,Loser (2000),Comedy|Romance,2076,207
3617,Road Trip (2000),Comedy,2939,176
3618,Small Time Crooks (2000),Comedy,3187,176
3619,"Hollywood Knights, The (1980)",Comedy,1621,176
3620,"Myth of Fingerprints, The (1997)",Comedy|Drama,2423,185
3621,Possession (1981),Drama|Horror,2757,244
3622,"Twelve Chairs, The (1970)",Comedy,3617,176
3623,Mission: Impossible 2 (2000),Action|Thriller,2301,92
3624,Shanghai Noon (2000),Action,3110,0
3625,Better Living Through Circuitry (1999),Documentary,370,235
3626,8 1/2 Women (1999),Comedy,31,176
3627,Carnival of Souls (1962),Horror|Thriller,620,280
3628,Flying Tigers (1942),Action|Drama|War,1248,73
3629,"Gold Rush, The (1925)",Comedy,1419,176
3630,"House of Exorcism, The (La Casa dell'esorcismo) (1974)",Horror,1661,274
3631,It's in the Water (1998),Comedy,1801,176
3632,Monsieur Verdoux (1947),Comedy,2321,176
3633,On Her Majesty's Secret Service (1969),Action,2558,0
3634,Seven Days in May (1964),Thriller,3081,298
3635,"Spy Who Loved Me, The (1977)",Action,3278,0
3636,Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998),Drama,3494,239
3637,Vagabond (Sans toit ni loi) (1985),Drama,3678,239
3638,Moonraker (1979),Action|Romance|Sci-Fi,2330,83
3639,"Man with the Golden Gun, The (1974)",Action,2176,0
3640,"King in New York, A (1957)",Comedy|Drama,1918,185
3641,"Woman of Paris, A (1923)",Drama,3836,239
3642,In Old California (1942),Western,1740,300
3643,"Fighting Seabees, The (1944)",Action|Drama|War,1200,73
3644,Dark Command (1940),Western,881,300
3645,Cleo From 5 to 7 (Cléo de 5 à 7) (1962),Drama,730,239
3646,Big Momma's House (2000),Comedy,399,176
3647,Running Free (2000),Drama,3000,239
3648,"Abominable Snowman, The (1957)",Horror|Sci-Fi,37,278
3649,American Gigolo (1980),Drama,132,239
3650,Anguish (Angustia) (1986),Horror,178,274
3651,"Blood Spattered Bride, The (La Novia Ensangrentada) (1972)",Horror,452,274
3652,City of the Living Dead (Paura nella città dei morti viventi) (1980),Horror,718,274
3653,"Endless Summer, The (1966)",Documentary,1085,235
3654,"Guns of Navarone, The (1961)",Action|Drama|War,1495,73
3655,Blow-Out (La Grande Bouffe) (1973),Drama,459,239
3656,Lured (1947),Crime,2120,216
3657,Pandora and the Flying Dutchman (1951),Drama,2625,239
3658,Quatermass and the Pit (1967),Sci-Fi,2830,294
3659,Quatermass II (1957),Sci-Fi|Thriller,2829,295
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,2817,279
3661,Puppet Master II (1990),Horror|Sci-Fi|Thriller,2820,279
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,2821,279
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,2818,279
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,2819,279
3665,Curse of the Puppet Master (1998),Horror|Sci-Fi|Thriller,852,279
3666,Retro Puppetmaster (1999),Horror|Sci-Fi|Thriller,2911,279
3667,Rent-A-Cop (1988),Action|Comedy,2898,43
3668,Romeo and Juliet (1968),Drama|Romance,2968,252
3669,Stay Tuned (1992),Comedy,3314,176
3670,"Story of G.I. Joe, The (1945)",War,3337,299
3671,Blazing Saddles (1974),Comedy|Western,440,215
3672,Benji (1974),Adventure|Children's,356,106
3673,Benji the Hunted (1987),Adventure|Children's,357,106
3674,For the Love of Benji (1977),Adventure|Children's,1263,106
3675,White Christmas (1954),Musical,3785,281
3676,Eraserhead (1977),Drama|Horror,1095,244
3677,Baraka (1992),Documentary,292,235
3678,"Man with the Golden Arm, The (1955)",Drama,2175,239
3679,"Decline of Western Civilization, The (1981)",Documentary,923,235
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,922,235
3681,For a Few Dollars More (1965),Western,1262,300
3682,Magnum Force (1973),Western,2145,300
3683,Blood Simple (1984),Drama|Film-Noir,451,242
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,1136,252
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,2792,187
3686,Flatliners (1990),Thriller,1227,298
3687,Light Years (1988),Sci-Fi,2019,294
3688,Porky's (1981),Comedy,2751,176
3689,Porky's II: The Next Day (1983),Comedy,2752,176
3690,Porky's Revenge (1985),Comedy,2753,176
3691,Private School (1983),Comedy,2791,176
3692,Class of Nuke 'Em High (1986),Comedy|Horror,725,196
3693,"Toxic Avenger, The (1985)",Comedy|Horror,3573,196
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,3572,196
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,3571,196
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi,2482,199
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,2768,87
3698,"Running Man, The (1987)",Action|Adventure|Sci-Fi,3001,33
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,3310,128
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,563,258
3701,Alien Nation (1988),Crime|Drama|Sci-Fi,100,224
3702,Mad Max (1979),Action|Sci-Fi,2132,86
3703,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi,2133,86
3704,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,2134,86
3705,Bird on a Wire (1990),Action|Adventure|Romance|Thriller,413,31
3706,Angel Heart (1987),Film-Noir|Mystery|Thriller,171,269
3707,Nine 1/2 Weeks (1986),Drama,2499,239
3708,Firestarter (1984),Horror|Thriller,1209,280
3709,Sleepwalkers (1992),Horror,3174,274
3710,Action Jackson (1988),Action|Comedy,49,43
3711,Sarafina! (1992),Drama,3030,239
3712,Soapdish (1991),Comedy,3205,176
3713,"Long Walk Home, The (1990)",Drama,2068,239
3714,Clara's Heart (1988),Drama,722,239
3715,Burglar (1987),Comedy,582,176
3716,Fatal Beauty (1987),Action|Crime,1174,56
3717,Gone in 60 Seconds (2000),Action|Crime,1427,56
3718,American Pimp (1999),Documentary,137,235
3719,Love's Labour's Lost (2000),Comedy|Romance,2109,207
3720,Sunshine (1999),Drama,3375,239
3721,Trixie (1999),Comedy,3595,176
3722,Live Virgin (1999),Comedy,2050,176
3723,Hamlet (1990),Drama,1513,239
3724,Coming Home (1978),Drama|War,760,262
3725,American Pop (1981),Animation|Musical,138,156
3726,Assault on Precinct 13 (1976),Action|Thriller,224,92
3727,Near Dark (1987),Comedy|Horror,2442,196
3728,One False Move (1991),Thriller,2569,298
3729,Shaft (1971),Action|Crime,3097,56
3730,"Conversation, The (1974)",Drama|Mystery,784,248
3731,Cutter's Way (1981),Drama|Thriller,854,260
3732,"Fury, The (1978)",Horror,1334,274
3733,"Paper Chase, The (1973)",Drama,2627,239
3734,Prince of the City (1981),Drama,2784,239
3735,Serpico (1973),Crime|Drama,3075,217
3736,"Big Carnival, The (1951)",Drama,389,239
3737,Lonely Are the Brave (1962),Drama|Western,2065,263
3738,"Sugarland Express, The (1974)",Drama,3366,239
3739,Trouble in Paradise (1932),Comedy|Romance,3598,207
3740,Big Trouble in Little China (1986),Action|Comedy,406,43
3741,Badlands (1973),Crime|Drama,277,217
3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",Drama|War,317,262
3743,Boys and Girls (2000),Comedy|Romance,512,207
3744,Shaft (2000),Action|Crime,3098,56
3745,Titan A.E. (2000),Adventure|Animation|Sci-Fi,3533,104
3746,Butterfly (La Lengua de las Mariposas) (2000),Drama|War,591,262
3747,Jesus' Son (1999),Drama,1837,239
3748,"Match, The (1999)",Comedy|Romance,2210,207
3749,Time Regained (Le Temps Retrouvé) (1999),Drama,3523,239
3750,Boricua's Bond (2000),Drama,495,239
3751,Chicken Run (2000),Animation|Children's|Comedy,675,145
3752,"Me, Myself and Irene (2000)",Comedy,2227,176
3753,"Patriot, The (2000)",Action|Drama|War,2651,73
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Animation|Children's|Comedy,63,145
3755,"Perfect Storm, The (2000)",Action|Adventure|Thriller,2671,37
3756,"Golden Bowl, The (2000)",Drama,1420,239
3757,Asylum (1972),Horror,229,274
3758,Communion (1989),Drama|Sci-Fi|Thriller,764,259
3759,Fun and Fancy Free (1947),Animation|Children's|Musical,1327,152
3760,"Kentucky Fried Movie, The (1977)",Comedy,1884,176
3761,"Blood In, Blood Out (a.k.a. Bound by Honor) (1993)",Crime|Drama,450,217
3762,Daughter of Dr. Jeckyll (1957),Horror,885,274
3763,F/X (1986),Action|Crime|Thriller,1134,63
3764,F/X 2 (1992),Action|Crime|Thriller,1135,63
3765,"Hot Spot, The (1990)",Drama|Romance,1651,252
3766,Missing in Action (1984),Action|War,2296,94
3767,Missing in Action 2: The Beginning (1985),Action|War,2297,94
3768,Braddock: Missing in Action III (1988),Action|War,518,94
3769,Thunderbolt and Lightfoot (1974),Action,3512,0
3770,Dreamscape (1984),Adventure|Crime|Sci-Fi|Thriller,1021,125
3771,"Golden Voyage of Sinbad, The (1974)",Action|Adventure,1423,1
3772,Hatchet For the Honeymoon (Rosso Segno Della Follia) (1969),Horror,1544,274
3773,House Party (1990),Comedy,1657,176
3774,House Party 2 (1991),Comedy,1658,176
3775,Make Mine Music (1946),Animation|Children's|Musical,2148,152
3776,Melody Time (1948),Animation|Children's|Musical,2240,152
3777,Nekromantik (1987),Comedy|Horror,2445,196
3778,On Our Merry Way (1948),Comedy|Drama,2559,185
3779,Project Moon Base (1953),Sci-Fi,2798,294
3780,Rocketship X-M (1950),Sci-Fi,2954,294
3781,Shaft in Africa (1973),Action|Crime,3099,56
3782,Shaft's Big Score! (1972),Action|Crime,3100,56
3783,Croupier (1998),Crime|Drama,832,217
3784,"Kid, The (2000)",Comedy,1892,176
3785,Scary Movie (2000),Comedy|Horror,3040,196
3786,But I'm a Cheerleader (1999),Comedy,587,176
3787,Shower (Xizhao) (1999),Comedy,3130,176
3788,Blowup (1966),Drama|Mystery,461,248
3789,"Pawnbroker, The (1965)",Drama,2654,239
3790,Groove (2000),Drama,1479,239
3791,Footloose (1984),Drama,1254,239
3792,Duel in the Sun (1946),Western,1034,300
3793,X-Men (2000),Action|Sci-Fi,3855,86
3794,Chuck & Buck (2000),Comedy|Drama,698,185
3795,"Five Senses, The (1999)",Drama,1223,239
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller,3823,291
3797,"In Crowd, The (2000)",Thriller,1736,298
3798,What Lies Beneath (2000),Thriller,3764,298
3799,Pokémon the Movie 2000 (2000),Animation|Children's,2732,144
3800,Criminal Lovers (Les Amants Criminels) (1999),Drama|Romance,820,252
3801,Anatomy of a Murder (1959),Drama|Mystery,162,248
3802,Freejack (1992),Action|Sci-Fi,1292,86
3803,Greaser's Palace (1972),Drama,1461,239
3804,H.O.T.S. (1979),Comedy,1499,176
3805,Knightriders (1981),Action|Adventure|Drama,1930,19
3806,MacKenna's Gold (1969),Western,2125,300
3807,Sinbad and the Eye of the Tiger (1977),Action|Adventure,3144,1
3808,Two Women (La Ciociara) (1961),Drama|War,3637,262
3809,What About Bob? (1991),Comedy,3760,176
3810,White Sands (1992),Drama|Thriller,3788,260
3811,Breaker Morant (1980),Drama|War,529,262
3812,Everything You Always Wanted to Know About Sex (1972),Comedy,1113,176
3813,Interiors (1978),Drama,1776,239
3814,Love and Death (1975),Comedy,2102,176
3816,"Official Story, The (La Historia Oficial) (1985)",Drama,2546,239
3817,"Other Side of Sunday, The (Søndagsengler) (1996)",Comedy|Drama,2597,185
3818,Pot O' Gold (1941),Comedy|Musical,2761,201
3819,Tampopo (1986),Comedy,3422,176
3820,Thomas and the Magic Railroad (2000),Children's,3493,159
3821,Nutty Professor II: The Klumps (2000),Comedy,2531,176
3822,"Girl on the Bridge, The (La Fille sur le Pont) (1999)",Drama|Romance,1388,252
3823,Wonderland (1999),Drama,3843,239
3824,Autumn in New York (2000),Drama|Romance,242,252
3825,Coyote Ugly (2000),Drama,806,239
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,1619,279
3827,Space Cowboys (2000),Action|Sci-Fi,3249,86
3828,Better Living (1998),Comedy,369,176
3829,Mad About Mambo (2000),Comedy|Romance,2128,207
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,2810,200
3831,Saving Grace (2000),Comedy,3034,176
3832,"Black Sabbath (Tre Volti Della Paura, I) (1963)",Horror,426,274
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,520,278
3834,Bronco Billy (1980),Adventure|Drama|Romance,560,127
3835,"Crush, The (1993)",Thriller,842,298
3836,Kelly's Heroes (1970),Action|Comedy|War,1883,54
3837,Phantasm II (1988),Horror,2683,274
3838,Phantasm III: Lord of the Dead (1994),Horror,2684,274
3839,Phantasm IV: Oblivion (1998),Horror,2685,274
3840,Pumpkinhead (1988),Horror,2816,274
3841,Air America (1990),Action|Comedy,77,43
3842,Make Them Die Slowly (Cannibal Ferox) (1980),Horror,2149,274
3843,Sleepaway Camp (1983),Horror,3168,274
3844,Steel Magnolias (1989),Drama,3322,239
3845,And God Created Woman (Et Dieu&#8230;Créa la Femme) (1956),Drama,165,239
3846,Easy Money (1983),Comedy,1051,176
3847,"Ilsa, She Wolf of the SS (1974)",Horror,1731,274
3848,Silent Fall (1994),Drama|Thriller,3136,260
3849,"Spiral Staircase, The (1946)",Thriller,3269,298
3850,Whatever Happened to Aunt Alice? (1969),Crime|Thriller,3769,234
3851,I'm the One That I Want (2000),Comedy,1717,176
3852,"Tao of Steve, The (2000)",Comedy,3426,176
3853,"Tic Code, The (1998)",Drama,3513,239
3854,Aimée & Jaguar (1999),Drama|Romance,75,252
3855,"Affair of Love, An (Une Liaison Pornographique) (1999)",Drama|Romance,65,252
3856,Autumn Heart (1999),Drama,239,239
3857,Bless the Child (2000),Thriller,441,298
3858,Cecil B. Demented (2000),Comedy,646,176
3859,"Eyes of Tammy Faye, The (2000)",Documentary,1133,235
3860,"Opportunists, The (1999)",Crime,2586,216
3861,"Replacements, The (2000)",Comedy,2901,176
3862,About Adam (2000),Comedy,38,176
3863,"Cell, The (2000)",Sci-Fi|Thriller,650,295
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,1416,33
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,2591,184
3866,Sunset Strip (2000),Comedy,3374,176
3867,All the Rage (a.k.a. It's the Rage) (1999),Drama,114,239
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Comedy,2430,176
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,2428,176
3870,Our Town (1940),Drama,2600,239
3871,Shane (1953),Drama|Western,3109,263
3872,"Suddenly, Last Summer (1959)",Drama,3364,239
3873,Cat Ballou (1965),Comedy|Western,635,215
3874,"Couch in New York, A (1996)",Comedy|Romance,800,207
3875,"Devil Rides Out, The (1968)",Horror,952,274
3876,Jerry & Tom (1998),Drama,1834,239
3877,Supergirl (1984),Action|Adventure|Fantasy,3378,23
3878,X: The Unknown (1956),Sci-Fi,3856,294
3879,"Art of War, The (2000)",Action,215,0
3880,"Ballad of Ramblin' Jack, The (2000)",Documentary,281,235
3881,Bittersweet Motel (2000),Documentary,419,235
3882,Bring It On (2000),Comedy,548,176
3883,Catfish in Black Bean Sauce (2000),Comedy|Drama,640,185
3884,"Crew, The (2000)",Comedy,816,176
3885,Love & Sex (2000),Comedy|Romance,2089,207
3886,Steal This Movie! (2000),Drama,3316,239
3887,Went to Coney Island on a Mission From God... Be Back by Five (1998),Drama,3755,239
3888,Skipped Parts (2000),Drama|Romance,3161,252
3889,Highlander: Endgame (2000),Action|Adventure|Fantasy,1610,23
3890,Back Stage (2000),Documentary,263,235
3891,Turn It Up (2000),Crime|Drama,3613,217
3892,Anatomy (Anatomie) (2000),Horror,161,274
3893,Nurse Betty (2000),Comedy|Thriller,2530,213
3894,Solas (1999),Drama,3210,239
3895,"Watcher, The (2000)",Crime|Thriller,3736,234
3896,"Way of the Gun, The (2000)",Crime|Thriller,3741,234
3897,Almost Famous (2000),Comedy|Drama,120,185
3898,Bait (2000),Action|Comedy,278,43
3899,Circus (2000),Comedy,707,176
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,817,185
3901,Duets (2000),Comedy|Drama,1035,185
3902,Goya in Bordeaux (Goya en Bodeos) (1999),Drama,1446,239
3903,Urbania (2000),Drama,3675,239
3904,"Uninvited Guest, An (2000)",Drama,3663,239
3905,"Specials, The (2000)",Comedy,3259,176
3906,Under Suspicion (2000),Crime,3653,216
3907,"Prince of Central Park, The (1999)",Drama,2781,239
3908,Urban Legends: Final Cut (2000),Horror,3674,274
3909,Woman on Top (2000),Comedy|Romance,3837,207
3910,Dancer in the Dark (2000),Drama|Musical,869,246
3911,Best in Show (2000),Comedy,366,176
3912,Beautiful (2000),Comedy|Drama,327,185
3913,Barenaked in America (1999),Documentary,298,235
3914,"Broken Hearts Club, The (2000)",Drama,558,239
3915,Girlfight (2000),Drama,1390,239
3916,Remember the Titans (2000),Drama,2895,239
3917,Hellraiser (1987),Horror,1581,274
3918,Hellbound: Hellraiser II (1988),Horror,1578,274
3919,Hellraiser III: Hell on Earth (1992),Horror,1582,274
3920,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",Drama|Fantasy,1163,240
3921,Beach Party (1963),Comedy,320,176
3922,Bikini Beach (1964),Comedy,407,176
3923,Return of the Fly (1959),Horror|Sci-Fi,2916,278
3924,Pajama Party (1964),Comedy,2618,176
